cnpj;setor;nome;ID
06888220000180;Fornecimento e gestão de recursos humanos para terceiros;ELLO SERVICOS DE MAO DE OBRA LTDA;873
06889405000109;Serviços de pré-impressão;MARCA BRASIL COMERCIO E SERVICOS GRAFICOS LTDA;874
06889433000126;Impressão de livros, revistas e outras publicações periódicas;SIMETAL ABC GRAFICA E EDITORA LTDA;875
06914474000125;Impressão de livros, revistas e outras publicações periódicas;REDE EDITORA GRAFICA LTDA;876
06922479000108;Impressão de material para uso publicitário;M DE J MOREIRA & CIA LTDA- ME;877
06922899000186;Construção de edifícios;CONSTRUTORA ESTRUTURAR LTDA - ME;878
06955576001080;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;ITAPOA SUPERMERCADO LTDA.;879
06958578000131;Comércio varejista de artigos do vestuário e acessórios;ROF COMERCIAL IMPEX EIRELI;880
06965293000128;Fabricação de equipamentos transmissores de comunicação, peças e acessórios;SPLICE INDUSTRIA COMERCIO E SERVICOS LTDA.;881
06970546000151;Atividades de televisão aberta;REDE PALAVRA DE TELEVISAO LTDA - ME;882
06971645000158;Comércio a varejo de automóveis, camionetas e utilitários novos;BRAVO COMERCIO DE VEICULOS LTDA;883
06981660000187;Geração de energia elétrica;RIO SUCURIU ENERGIA S/A;884
06998177000105;Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar;BRAZPEL DISTRIBUIDORA DE EMBALAGENS LTDA - ME;885
07009401000151;Holdings de instituições não-financeiras;DELPHIA PARTICIPACOES S.A.;886
07013856000140;Comércio atacadista de fios e fibras beneficiados;A.M.C. EXPORTACAO E IMPORTACAO S.A.;887
07016112000180;Construção de edifícios;SUCCESPAR ENGENHARIA LTDA;888
07022780000110;Produção de ferro-gusa;SIDERURGICA BARAO DE MAUA EIRELI;889
07023175000163;Comércio a varejo de automóveis, camionetas e utilitários novos;CMD AUTOMOVEIS LTDA;890
07027856000108;Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório;NOSCHANG ARTES GRAFICAS LTDA;891
07029365000198;Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente;THEGA INDUSTRIA E COMERCIO LTDA;892
07032076000148;Fundição de ferro e aço;FUNDIMISA - FUNDICAO E USINAGEM LTDA.;893
07032500000154;Incorporação de empreendimentos imobiliários;ACQUA MINERALE EMPREENDIMENTOS IMOBILIARIOS LTDA.;894
07044877000123;Serviços advocatícios;ROSSITER,ROCHA & CAPISTRANO ADVOGADOS;895
07052569000140;Gestão de ativos intangíveis não-financeiros;VAHRCAV PARTICIPACOES LTDA;896
07060524000117;Serviços de arquitetura;O E ARQUITETOS E URBANISTAS SS - EPP;897
07063962000139;Outras atividades de serviços pessoais não especificadas anteriormente;TOMASI & LOPES LTDA - ME;898
07073042000100;Construção de edifícios;EDECONSIL CONSTRUCOES E LOCACOES LTDA;899
07080388000127;Fabricação de produtos químicos orgânicos não especificados anteriormente;OLEOQUIMICA INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA;900
07089609000128;Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação;AGROPECUARIA RODEIO LTDA - ME;901
07103838000150;Construção de edifícios;SEC ENGENHARIA E CONSTRUTORA LTDA;902
07105967000187;Extração de carvão mineral;GABRIELLA MINERACAO LTDA;903
07112508000120;Comércio varejista de artigos de papelaria;FABIOLA BARRETO SILVA DE OLIVEIRA - ME;904
07118264000193;Comércio atacadista de medicamentos e drogas de uso humano;QUALITY MEDICAL COMERCIO E DISTRIBUIDORA DE MEDICAMENTOS LTDA;905
07123462000145;Construção de edifícios;PROSET LTDA;906
07125790000180;Comércio varejista de materiais de construção em geral;HIDRAULICA BARIGUI MATERIAIS DE CONSTRUCAO LTDA - EPP;907
07130855000186;Fabricação de álcool;CENTRAL ENERGETICA MORRINHOS SA;908
07133522000100;Comércio atacadista de energia elétrica;BTG PACTUAL COMERCIALIZADORA DE ENERGIA LTDA.;909
07134248000194;Obras de terraplenagem;N R CONSTRUCOES LTDA;910
07158370000109;Manutenção e reparação de equipamentos e produtos não especificados anteriormente;INOVA COMERCIO E SERVICO EM COMUNICACAO VISUAL LTDA - ME;911
07171495000160;Edição integrada à impressão de cadastros, listas e outros produtos gráficos;INTEGRA EDITORA GRAFICA LTDA - EPP;912
07175725000160;Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica;WEG EQUIPAMENTOS ELETRICOS S/A;913
07193925000145;Comércio atacadista de soja;AGROPECUARIA FLORIDA DA BAHIA S/A;914
07199490000146;Moagem e fabricação de produtos de origem vegetal não especificados anteriormente;CIA INDUSTRIAL DE OLEOS DO NORDESTE CIONE;915
07199805000155;Moagem de trigo e fabricação de derivados;GRANDE MOINHO CEARENSE SA;916
07205073000169;Construção de rodovias e ferrovias;CONSTRUTORA BETA SA;917
07206816000115;Fabricação de massas alimentícias;M DIAS BRANCO S.A. INDUSTRIA E COMERCIO DE ALIMENTOS;918
07224991000135;Comércio atacadista de medicamentos e drogas de uso humano;NAZARIA DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS LTDA;919
07230285000104;Outras sociedades de participação, exceto holdings;SEI EMPREENDIMENTOS E PARTICIPACOES S/A;920
07239891000182;Construção de edifícios;GOMES E PEIXOTO PROJETOS E CONSTRUCOES LTDA - EPP;921
07245781000123;Serviços de acabamentos gráficos, exceto encadernação e plastificação;LUIZ ANTONIO GARCIA LEAL - ME;922
07247833000109;Construção de edifícios;QUALYFAST CONSTRUTORA LTDA.;923
07249250000109;Produção de filmes para publicidade;SAMBATANGO FILMES LTDA - EPP;924
07252700000112;Edição de revistas;H2 COMUNICACAO LTDA - ME;925
07262137000163;Atividade médica ambulatorial restrita a consultas;W.I. ASSISTENCIA AMBULATORIAL MEDICA E ODONTOLOGICA LTDA;926
07263666000181;Impressão de livros, revistas e outras publicações periódicas;BRASPOR GRAFICA E EDITORA LTDA.;927
07272234000137;Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação;SANEFER CONSTRUCOES E EMPREENDIMENTOS LTDA;928
07278888000178;Comércio varejista especializado de equipamentos e suprimentos de informática;J. L. F. DA SILVA - ME;929
07282783000192;Construção de edifícios;CONSTRUTORA MOTA MACHADO LTDA;930
07287988000160;Comércio varejista de outros produtos não especificados anteriormente;WHITE PAPER COMERCIO DE PRODUTOS DESCARTAVEIS LTDA - EPP;931
07291814000171;Comércio varejista de combustíveis para veículos automotores;POSTO BOA VIAGEM 4 LTDA - ME;932
07292862000184;Atividades de rádio;GEN COMUNICACOES LTDA - ME;933
07293492000108;Comércio varejista de tintas e materiais para pintura;A2COLORS COMERCIO E SERVICOS DE SERIGRAFIA LTDA - EPP;934
07295196000138;Fabricação de embalagens de papel;MACRO ETIQUETAS E ROTULOS ADESIVOS LIMITADA;935
07298800000180;Fabricação de álcool;USINA CONQUISTA DO PONTAL S.A.;936
07311455000177;Serviços de engenharia;PROENGE ENGENHARIA E PROJETOS LTDA - EPP;937
07316672000150;Construção de edifícios;INCO ENGENHARIA LTDA;938
07327951000119;Filmagem de festas e eventos;G5 COMUNICAO E MARKETING EIRELI - EPP;939
07332190000193;Preparação e fiação de fibras de algodão;VICUNHA TEXTIL S/A.;940
07336695000126;Outras sociedades de participação, exceto holdings;AGROPECUARIA SANTA BARBARA XINGUARA S.A.;941
07357799000117;Fabricação de outros produtos químicos não especificados anteriormente;KALIUM CHEMICAL, COMERCIO, IMPORTACAO E EXPORTACAO LTDA;942
07359641000186;Produção de laminados longos de aço, exceto tubos;GERDAU ACOS ESPECIAIS S.A.;943
07360290000123;Locação de mão-de-obra temporária;SERVAL SERVICOS E LIMPEZA LTDA.;944
07360766000126;Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos;D FRASSON COMERCIO DE FRUTAS LTDA - EPP;945
07375545000121;Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente;CSA - COMERCIAL SERRANA DE ASFALTO LTDA;946
07382118000170;Lojas de departamentos ou magazines;A. P. A. COMERCIO DE MOVEIS LTDA;947
07399636000105;Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios;DECMINAS DISTRIBUICAO E LOGISTICA S.A.;948
07401436000131;Fabricação de celulose e outras pastas para a fabricação de papel;ELDORADO BRASIL CELULOSE S/A;949
07402698000110;Impressão de material para uso publicitário;GRAFICA E EDITORA PRINCIPE DA PAZ LTDA - EPP;950
07415082000184;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;FAST BURGER COMERCIO DE ALIMENTOS S/A;951
07419365000102;Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação;CONSTRUTORA S & V LTDA - EPP;952
07436867000133;Outras obras de engenharia civil não especificadas anteriormente;PROJECOES -PROJETOS E CONSTRUCOES LTDA;953
07461206000168;Construção de edifícios;TERRA NOVA ENGENHARIA E CONSTRUCOES LTDA.;954
07462276000130;Serviços de engenharia;COPASA ENGENHARIA LTDA - ME;955
07466381000148;Comércio varejista de combustíveis para veículos automotores;JOAFRA - AUTO POSTO LTDA;956
07473526000138;Aluguel de imóveis próprios;R7 PARTICIPACOES E EMPREENDIMENTOS LTDA - EPP;957
07474132000102;Coleta de resíduos não-perigosos;MONTE AZUL ENGENHARIA AMBIENTAL LTDA;958
07475795000133;Incorporação de empreendimentos imobiliários;ZATZ EMPREENDIMENTOS E PARTICIPACOES LTDA.;959
07486185000135;Aluguel de imóveis próprios;COMPANHIA METRO NORTE;960
07490347000109;Fabricação de artefatos de material plástico para outros usos não especificados anteriormente;MSCPLAST INDUSTRIAL DE EMBALAGENS PLASTICAS LTDA - EPP;961
07492901000197;Serviços advocatícios;OLIVEIRA & RAMOS ADVOGADOS ASSOCIADOS;962
07512967000100;Comércio a varejo de automóveis, camionetas e utilitários novos;ITVA AUTOMOVEIS COMERCIO DE VEICULOS LTDA;963
07515551000137;Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida;PLANTAGE CONFECCAO E COMERCIO DE ROUPAS LTDA;964
07520001000700;Criação de aves, exceto galináceos;CARRER ALIMENTOS LTDA;965
07525311000113;Serviços de organização de feiras, congressos, exposições e festas;TOP COMERCIO E SERVICOS EMPRESARIAIS LTDA - EPP;966
07527707000108;"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças ";NISSEY MAQUINAS AGRICOLAS LTDA;967
07544616000172;Incorporação de empreendimentos imobiliários;RIBEIRA EMPREENDIMENTOS IMOBILIARIOS LTDA;968
07544753000107;Construção de edifícios;CONSTRUTORA NATINHO LTDA - EPP;969
07558860000194;Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes;CONSTRUTORA LPV LTDA;970
07561909000168;Comércio varejista de calçados;CALCCIO ARTIGOS ESPORTIVOS LTDA.;971
07564076000199;Serviços de pré-impressão;GIGAPRESS INDUSTRIA GRAFICA E EDITORA LTDA;972
07568434000131;Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes;IMPACTO INDUSTRIA, TERRAPLENAGEM E CONSTRUCOES LTDA;973
07570962000125;Fabricação de embalagens de papel;EMBALAGENS ALLBOX LTDA;974
07572351000116;Comércio atacadista de soja;COOPERATIVA AGROPECUARIA E INDUSTRIAL CELEIRO DO NORTE - COACEN;975
07585988000147;Holdings de instituições não-financeiras;OKIANOS PARTICIPACOES LTDA.;976
07587965000171;Holdings de instituições não-financeiras;SIBLINGS S/A;977
07589288000392;Serviços combinados de escritório e apoio administrativo;UNICOBA INDUSTRIA DE COMPONENTES ELETRONICOS E INFORMATICA LTDA;978
07594881000165;Construção de edifícios;WR CONSTRUTORA E INCORPORADORA LTDA - EPP;979
07603999000293;Fabricação de álcool;USINA BOA VISTA S/A;980
07645062000108;Fabricação de cal e gesso;CARBOMIL QUIMICA S A;981
07649250000104;Fotocópias;ROBERTO QUIRINO DOS SANTOS - ME;982
07654901000146;Fabricação de artefatos de material plástico para usos industriais;DISTRIBUIDORA RODILINE DE RODAS E RODIZIOS LTDA;983
07663815000108;Edição integrada à impressão de livros;CARTOES REI DA BARRA LTDA - ME;984
07670089000142;Fabricação de álcool;USIMAT DESTILARIA DE ALCOOL LTDA;985
07689002000189;Fabricação de aeronaves;EMBRAER S.A.;986
07697706000101;Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador re;DIAL - DISTRIBUICAO, ABASTECIMENTO E LOGISTICA LTDA;987
07701825000182;Locação de automóveis sem condutor;DENVER LOCADORA DE VEICULOS LTDA - ME;988
07719473000192;Serviços combinados para apoio a edifícios, exceto condomínios prediais;JOMAR SERVICOS ESPECIALIZADOS EM MAO DE OBRA LTDA - EPP;989
07721974000103;Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação;CUNHA E NARITA COMERCIO DE PEIXES ORNAMENTAIS LTDA - ME;990
07722718000130;Serviços de acabamentos gráficos, exceto encadernação e plastificação;FOLIO EDITORACAO GRAFICA LTDA - ME;991
07728040000101;Holdings de instituições não-financeiras;SAGA CAPITAL S/A;992
07728655000120;Holdings de instituições não-financeiras;REDE INTERNACIONAL DE UNIVERSIDADES LAUREATE LTDA.;993
07739815000136;Holdings de instituições não-financeiras;SILVA & BERTOLI - EMPREENDIMENTOS E PARTICIPACOES SOCIETARIAS S.A.;994
07750075000139;Abate de aves;UNIAO AVICOLA AGROINDUSTRIAL LTDA;995
07755207000115;Corretores e agentes de seguros, de planos de previdência complementar e de saúde;QUALICORP CORRETORA DE SEGUROS S.A.;996
07766973000185;Incorporação de empreendimentos imobiliários;HORT LAND EMPREENDIMENTOS IMOBILIARIOS E PARTICIPACOES LTDA;997
07768470000149;Lanchonetes, casas de chá, de sucos e similares;ARTE GAUCHA BAR E LANCHES LTDA - ME;998
07773547000179;Incorporação de empreendimentos imobiliários;E.P.O - EMPREENDIMENTOS, PARTICIPACOES E OBRAS LTDA;999
07773768000147;Serviços advocatícios;JOAQUIM PINHEIRO & ADVOGADOS ASSOCIADOS;1000
07780689000163;Comércio atacadista de livros, jornais e outras publicações;EDITORA E PAPELARIA TRINDADE LTDA - ME;1001
07782056000194;Comércio atacadista de móveis e artigos de colchoaria;HOME - COMERCIO E DISTRIBUIDORA DE MOVEIS LTDA.;1002
07784662000149;Construção de edifícios;OKINAWA INCORPORACOES E CONSTRUCOES LTDA - ME;1003
07788452000129;Fabricação de embalagens de material plástico;MAXPET NORDESTE PLASTICOS E ENERGIA LTDA - EPP;1004
07794905000120;Comércio varejista especializado de equipamentos e suprimentos de informática;KIZZY KAMOTO - ME;1005
07805743000188;Comércio atacadista de café em grão;TERRA FORTE EXPORTACAO E IMPORTACAO DE CAFE LIMITADA;1006
07812678000118;Serviços de acabamentos gráficos, exceto encadernação e plastificação;OBRA IMPRESSA GRAFICA E EDITORA LTDA - ME;1007
07816890000153;Incorporação de empreendimentos imobiliários;MULTIPLAN EMPREENDIMENTOS IMOBILIARIOS S/A;1008
07838561000103;Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica;CONFIRMA COMUNICACAO E ESTRATEGIA LTDA - ME;1009
07838854000190;Serviços advocatícios;DECIO FREIRE E ADVOGADOS ASSOCIADOS S/C;1010
07851862000177;Comércio varejista especializado de equipamentos e suprimentos de informática;REGIA COMERCIO DE INFORMATICA LTDA;1011
07859510000168;Aluguel de imóveis próprios;SHOPPING CIDADE JARDIM S.A.;1012
07860032000106;Compra e venda de imóveis próprios;BERRINI BANDEIRANTES EMPREENDIMENTOS IMOBILIARIOS SPE LTDA;1013
07861146000170;Construção de edifícios;CONSTRUTORA PLANICIE LTDA;1014
07863768000138;Fabricação de álcool;CENTRAL ENERGETICA VICENTINA LTDA;1015
07871676000108;Outras atividades de atenção à saúde humana não especificadas anteriormente;FUJISAN CENTRO DE HEMOTERAPIA HEMATOLOGIA DO CEARA LTDA;1016
07878951000107;Gestão e administração da propriedade imobiliária;COMPANHIA ADMINISTRADORA DE EMPREENDIMENTOS E SERVICOS;1017
07885392000162;Outras atividades de serviços financeiros não especificadas anteriormente;BROOKFIELD BRASIL ASSET MANAGEMENT INVESTIMENTOS LTDA.;1018
07886385000185;Holdings de instituições não-financeiras;DIAS BRANCO ADMINISTRACAO E PARTICIPACOES LTDA;1019
07887094000101;Construção de edifícios;LAJE CONSTRUCOES LTDA;1020
07895728000178;Fabricação de álcool;IACO AGRICOLA S/A;1021
07898313000158;Comércio varejista de ferragens e ferramentas;C.V.R. NEVES COMERCIO DE FERRAGENS LTDA - EPP;1022
07901093000174;Comércio varejista de combustíveis para veículos automotores;POSTO DE SERVICOS SAWA LTDA - ME;1023
07903169000109;Fabricação de açúcar em bruto;ADECOAGRO VALE DO IVINHEMA S.A.;1024
07903169001768;Fabricação de açúcar em bruto;ADECOAGRO VALE DO IVINHEMA S.A.;1025
